,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,PHA_TOTAL_UNITS,SECTION8_UNITS_CNT,total_ph_units
3070,3071,TX223,Housing Authority of Newton,4093795198,4093795219.0,nha@valornet.com,4093795198.0,4093795219.0,nha@valornet.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),63,0,63
593,594,WV028,Housing Authority of the City of Weston,3042696159,3042696454.0,westonha@frontier.com,3042696159.0,3042696454.0,westonha@frontier.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),63,0,63
3516,3517,LA242,Tallulah City,3185740051,3185742773.0,mbrown@tallulah-la.gov,3185740051.0,3185742773.0,mbrown@tallulah-la.gov,,,SMALL (50-99),SMALL (50-99),63,63,0
3207,3208,TX275,Housing Authority of Seagraves,8065462828,8065460118.0,sha@midtech.net,8065462828.0,8065460118.0,sha@midtech.net,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),63,0,63
529,530,NY513,Town of Glenville,5183724739,5183728467.0,section8@jeminc.com,5183724739.0,5183728467.0,section8@jeminc.com,,,SMALL (50-99),SMALL (50-99),63,63,0
592,593,NY427,Town of Bethlehem,5183724739,5183728467.0,section8@jeminc.com,5183724739.0,5183728467.0,section8@jeminc.com,,,SMALL (50-99),SMALL (50-99),63,63,0
1361,1362,MO071,Aurora Housing Authority,4176785437,4176783409.0,aha.valk@yahoo.com,4176785437.0,4176783409.0,aha.valk@yahoo.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),64,0,64
1163,1164,NE026,Burwell Housing Authority,3083465136,3083465308.0,bha@nctc.net,3083465136.0,3083465308.0,bha@nctc.net,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),64,0,64
2415,2416,SD010,City of Lennox Housing and Redevelopment Commission,6056472140,6056472140.0,sunrisemanor2017@gmail.com,6056472140.0,,sunrisemanor2017@gmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),SMALL (50-99),64,35,29
3445,3446,WI063,Wausaukee Housing Authority,7158565231,7158565231.0,jary@mcha-wha.org,7158565231.0,7158566928.0,jary@mcha-wha.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),64,0,64
937,938,WV034,Grant County Housing Authority,3042574087,3042572456.0,gcha@shentel.net,3042574087.0,3042572456.0,gcha@shentel.net,,,SMALL (50-99),SMALL (50-99),64,64,0
3806,3807,AR071,Housing Authority of the City of Batesville,8707939104,8706982102.0,BHA@batesvillehousingauthority.org,8707939104.0,,tedwards@batesvillehousingauthority.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),64,0,64
2872,2873,KY122,Housing Authority of Beaver Dam,2702747504,2702747504.0,e.d@beaverdamha.org,2702747504.0,2707164440.0,e.d@beaverdamha.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),64,0,64
1061,1062,GA084,Housing Authority of the City of McRae,9128686634,9128682680.0,ykbrown@mcraehelenahousing.org,9122407155.0,2298682680.0,Ykbrown@McRaeHelenaHousing.org,Substandard Financial,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),64,0,64
2593,2594,TX192,Housing Authority of Gorman,2547342400,2547343414.0,gormanhousing@gmail.com,2547342400.0,2547343414.0,gormanhousing@gmail.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),64,0,64
2117,2118,GA162,Housing Authority of the City of Edison,2297322128,2297322912.0,kevin.wilson@wgcha.org,2297322128.0,2297322912.0,kevin.wilson@wgcha.org,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),64,0,64
50,51,RQ042,MUNICIPALITY OF COAMO,7878251150,7878256686.0,marilyn.colon@coamo.puertorico.pr,7878251150.0,7878256686.0,Maria.mauras@coamo.puertorico.pr,,,SMALL (50-99),SMALL (50-99),64,64,0
2917,2918,MS085,The Housing Authority of the City of Baldwyn,6623652335,6623657669.0,byn@avsia.com,6623652335.0,6623657669.0,beckford@avsia.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),65,0,65
2433,2434,MI104,Lake Linden Housing Commission,9062960713,9062960780.0,michele.myersllhc@att.net,9062960713.0,9062960780.0,office@lakelindenhousing.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),65,0,65
3755,3756,AR112,Housing Authority of the City of Marmaduke,8705974352,8705972913.0,marmadukehousing@yahoo.com,8705974352.0,8705972913.0,marmadukehousing@yahoo.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),66,0,66
2341,2342,AL157,Housing Authority of the City of Greensboro,3346247728,3346247775.0,g_housing@bellsouth.net,3346247728.0,3346247775.0,g_housing@bellsouth.net,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),66,0,66
2467,2468,KY147,Housing Authority of McKee,6062878777,6062874329.0,hamckee@prtcnet.org,6062878777.0,6062874329.0,hamckee@prtcnet.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),66,0,66
2044,2045,KY158,Housing Authority of Dry Ridge,8598244432,8598245733.0,director@drhousing.org,8598244432.0,8598245733.0,director@drhousing.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),66,0,66
1262,1263,GA193,Housing Authority of the City of Madison,7702676591,7062675766.0,GAPHA193@MONROEHA.ORG,7702676591.0,7702675766.0,gapha193@monroeha.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),66,0,66
2693,2694,TX077,Housing Authority of Ballinger,3253652629,3253653827.0,bhadeputydirector@gmail.com,3253652629.0,,bhadeputydirector@gmail.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),66,0,66
3376,3377,OH081,Brown Metropolitian Housing Authority,9373786041,9373784400.0,spatterson@abcap.net,9373786041.0,,spatterson@abcap.net,Substandard Financial,VERY SMALL (0-49),VERY SMALL (0-49),SMALL (50-99),66,47,19
2533,2534,SD037,Milbank Housing & Redevelopment Commission,6054327519,6054327509.0,milbankh@itctel.com,6052290180.0,,rich@goramsolutions.com,,,SMALL (50-99),SMALL (50-99),67,67,0
1689,1690,GA283,TRI-CITY HOUSING AUTHORITY,7066742316,7066742282.0,vickialston@tricityauthority.net,7066742316.0,7066742282.0,vickialston@tricityhousing.net,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),67,0,67
2576,2577,TX169,Housing Authority of Comanche,3253563181,3253565591.0,Director@ComancheHousing.org,3253563181.0,3253565591.0,Director@comanchehousing.org,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),67,0,67
1378,1379,ND019,Traill County Housing Authority,7014365785,7012893083.0,derek@casscountyhousing.org,7012823443.0,,derek@casscountyhousing.org,Standard Performer,VERY SMALL (0-49),SMALL (50-99),SMALL (50-99),67,67,0
2268,2269,KS010,Seneca Housing Authority,7853362144,7853362648.0,khoward@senecahousingauthority.com,7853362144.0,7853362648.0,khoward@senecahousingauthority.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),67,0,67
2887,2888,MS070,The Housing Authority of the City of Okolona,6624475473,6624475733.0,okolonahousing@gmail.com,6624475470.0,6628717845.0,okolonahousing@gmail.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),67,0,67
1836,1837,TN051,Parsons-Decaturville Housing Authority,7318472638,7318472701.0,meccapdha@gmail.com,7318472638.0,7318472701.0,meccapdha@gmail.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),67,0,67
3267,3268,TX121,Naples Housing Authority,9036282951,9036288001.0,cal.davis@nbhatx.org,9036282951.0,,cal.davis@netxproperties.org,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),67,0,67
2053,2054,TX408,Housing Authority of the City of Monahans,4329435962,4329436234.0,ginger@monahansha.com,4329435962.0,4329436234.0,ginger@monahansha.com,Substandard Financial,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),68,0,68
142,143,MA077,Billerica Housing Authority,9786671661,9786671156.0,Bcorrenti@billericahousing.org,9786672175.0,9786671156.0,bcorrenti@billericahousing.org,,,SMALL (50-99),SMALL (50-99),68,68,0
3712,3713,AR064,Housing Authority of the City of Earle,8707928733,8707927282.0,earlehousing@sbcglobal.net,8707928733.0,8707927282.0,earlehousing@sbcglobal.net,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),68,0,68
2786,2787,TX086,Housing Authority of Wortham,2547653320,2547658933.0,worthamha@sbcglobal.net,2547653320.0,2547653320.0,worthamha@sbcglobal.net,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),68,0,68
1922,1923,MN043,"HRA of PARK RAPIDS, MINNESOTA",2187324158,2182374166.0,hrapr@unitelc.com,2187324158.0,2182374166.0,hrapr@unitelc.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),68,0,68
3044,3045,TX329,Housing Authority of the City of Winters,3257544232,3257545056.0,winterspha@yahoo.com,3257544232.0,3257545056.0,winterspha@yahoo.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),68,0,68
3087,3088,TX383,Housing Authority of San Augustine,9362755254,9362755185.0,sahadirector@sbcglobal.net,9362755254.0,9362755185.0,sahadirector@sbcglobal.net,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),68,0,68
3570,3571,LA076,Housing Authority of Ferriday,3187576531,3187574400.0,nengland@nexusla.net,3187576531.0,3187574400.0,nengland@nexusla.net,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),68,0,68
646,647,NY044,Geneva Housing Authority,3157898010,3157898024.0,RDoeblin@genevaha.com,3157898010.0,3157898024.0,rdoeblin@genevaha.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),SMALL (50-99),68,30,38
1017,1018,NE041,City of Crete Housing Authority,4028262678,4028265314.0,creteha@gmail.com,4028262678.0,4028265314.0,creteha@gmail.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),SMALL (50-99),68,28,40
1343,1344,GA206,Housing Authority of the City of Chatsworth,7066953353,7066957670.0,chathous@windstream.net,7066953353.0,,chathous@windstream.net,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),68,0,68
1648,1649,AL151,Housing Authority of the City of Brent,2059267781,2059267780.0,BrentPHA@aol.com,2059267781.0,2059267780.0,brentpha@aol.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),69,0,69
3454,3455,KY091,Housing Authority of Benton,2705273626,2705272413.0,bentonho@bellsouth.net,2705273626.0,2705272413.0,BENTONHO@BELLSOUTH.NET,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),69,0,69
3571,3572,LA222,Catahoula Parish Police Jury,3183894810,3183894815.0,doliver.lcaa@gmail.com,3183894810.0,,doliver.lcaa@gmail.com,,,SMALL (50-99),SMALL (50-99),69,69,0
84,85,MA105,Warren Housing Authority,4134367184,4134367184.0,warrenhousinga@yahoo.com,5089875055.0,5087310675.0,oxfordha@gmail.com,,,SMALL (50-99),SMALL (50-99),69,69,0
2315,2316,MI091,Kingsford Housing Commission,9067742771,9067744553.0,director@kingsfordhousing.org,9067742771.0,9067744553.0,director@kingsfordhousing.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),69,0,69
1923,1924,MO046,Marceline Housing Authority,6603763101,6603762633.0,marcelinemha@marcelinehousing.com,6603763101.0,6603762633.0,pdorrell@marcelinehousing.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),69,0,69
2061,2062,TN028,Manchester Housing Authority,9317282596,9317284748.0,nhuddlestonmha@gmail.com,9317282596.0,9317284748.0,nhuddlestonmha@gmail.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),69,0,69
1207,1208,MT015,Whitefish Housing Authority,4069012844,4069621502.0,director@whitefishhousing.org,4069012844.0,4069621502.0,director@whitefishhousing.org,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),69,19,50
1600,1601,MI095,Gladwin City Housing Commission,9894265721,9894266944.0,lori@gladwinchc.net,9894265721.0,9894266944.0,lori@gladwinchc.net,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
3509,3510,TN072,South Carthage Housing Authority,6157351940,6154525601.0,gallhsg@comcast.net,6154521661.0,6154525601.0,mbates@gallatinha.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
3396,3397,TN030,Waverly Housing Authority,6154469371,6154411391.0,dhauth@dicksonhousing.com,6154469371.0,6154411391.0,slynch12@dicksonhousing.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
1877,1878,MN048,"HRA of LUVERNE, MINNESOTA",5072834922,5074493664.0,tammy@bmtluverne.com,5072834922.0,5074493664.0,tammy@bmtluverne.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
2695,2696,OK048,Housing Authority of the City of Holdenville,4053793375,4053793376.0,ok048holdhha@yahoo.com,4053793375.0,4053793376.0,ok048holdhha@yahoo.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
1971,1972,WI060,River Falls Housing Authority,7154257640,7154258530.0,Pchukel@rfhousing.org,7156291070.0,7154258530.0,Pchukel@rfhousing.org,Standard Performer,SMALL (50-99),VERY SMALL (0-49),MEDIUM LOW (100-299),70,0,70
2119,2120,AL179,Housing Authority of the City of Daleville,3345988841,3345989537.0,cityofdaleville1@centurytel.net,3347149478.0,,CITYOFDALEVILLE@CENTURYTEL.NET,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
3632,3633,TX445,Hidalgo Housing Authority,9568438561,9568432317.0,cityofhidalgohousingauthority@yahoo.com,7138942449.0,,garza.ben@sbcglobal.net,,,SMALL (50-99),SMALL (50-99),70,70,0
2873,2874,KY070,Housing Authority of Central City,2707542521,2707542238.0,ky070@bellsouth.net,2707542521.0,2707542238.0,ky070@bellsouth.net,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
3796,3797,MI114,Algonac Housing Commission,8107949369,8107949488.0,jdewey@phhousing.org,8109843173.0,8109846430.0,jdewey@phhousing.org,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
2277,2278,GA147,Housing Authority of the City of Social Circle,7702676591,7702675766.0,GAPHA193@MONROEHA.ORG,7702676591.0,7702675766.0,gapha193@monroeha.org,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
3815,3816,AR113,Housing Authority of the City of Heber Springs,5013626108,5013627818.0,rfields@hspha.com,5013626108.0,5013627818.0,rfields@hspha.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
1607,1608,GA118,Housing Authority of the County of Stewart,2298384493,2298384530.0,kevin.wilson@wgcha.org,2297322128.0,2298384530.0,kevin.wilson@wgcha.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
3295,3296,TX050,Housing Authority of Henderson,9036573444,9036573816.0,hendersonha@suddenlinkmail.com,9036573444.0,9036573816.0,hendersonha@suddenlinkmail.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
2515,2516,MI107,Houghton Housing Commission,9064820334,9064875936.0,houghton@houghtonhousing.com,9064820334.0,9064875936.0,houghton@houghtonhousing.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
1626,1627,SD026,Redfield Housing and Redevelopment Commission,6054721175,6054752025.0,rhousing@nvc.net,6052290180.0,,rich@goramsolutions.com,,,SMALL (50-99),SMALL (50-99),70,70,0
3323,3324,MS121,The Housing Authority of the City of Itta Bena,6012549656,6012549330.0,houseauth301@mobilecommllc.com,6622549656.0,6622549330.0,houseauth301@mobilecommllc.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
3752,3753,TX198,Housing Authority of Cleveland,2815931159,2815932677.0,clevelandhousingauthority@yahoo.com,2815931159.0,2815932677.0,clevelandhousingauthority@yahoo.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
1,2,RQ010,MUNICIPALITY OF MOCA,7878776040,7878773560.0,dtubens.federales@gmail.com,7878776040.0,,dtubens.federales@gmail.com,,,SMALL (50-99),SMALL (50-99),70,70,0
1293,1294,KS065,Lindsborg Housing Authority,7852273597,7853775773.0,director@lindsborghousing.org,7852273597.0,7852274257.0,director@lindsborghousing.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),70,0,70
1698,1699,IL123,"Housing Authority of Mt. Vernon, Illinois",6182446275,6182449078.0,edhamv@accessus.net,6182446275.0,6183156735.0,hshamv@accessus.net,,,SMALL (50-99),SMALL (50-99),70,70,0
2159,2160,IA016,CHARITON HOUSING AGENCY,6417742725,6417744154.0,charitonbrd@windstream.net,6417742725.0,,charitonbrd@windstream.net,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),71,0,71
1527,1528,KY081,Housing Authority of McCreary County,6063542200,6063542200.0,hamccrearyco@yahoo.com,6063542200.0,,hamccrearyco@yahoo.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),71,0,71
2278,2279,IA011,Low Rent Housing Agency Of Sioux Center,7127222237,7127224237.0,housing@siouxcenter.org,7127222237.0,7127124237.0,housing@siouxcenter.org,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),71,0,71
2255,2256,MI069,Sturgis Housing Commission,2696518772,2696519882.0,sturgishousingcommission@gmail.com,2699867401.0,,sturgishousingcommission@gmail.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),71,0,71
1581,1582,AL079,Housing Authority of the Town of Montevallo,2056657250,2056657210.0,mdoss@calerahousing.net,2056657250.0,2056657210.0,mdoss@calerahousing.net,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),71,0,71
389,390,NJ018,Beverly Housing Authority,6093870250,6093877349.0,bha2@comcast.net,6093870250.0,6093877349.0,bha2@comcast.net,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),71,0,71
262,263,NH015,Lancaster Housing Authority,6037524240,6037524214.0,executivedirector@berlinha.org,6037524240.0,6037524214.0,executivedirector@berlinha.org,,,SMALL (50-99),SMALL (50-99),71,71,0
1211,1212,MN191,MOWER COUNTY HRA,5074345556,5074345559.0,lori.amick.hra@outlook.com,5074345558.0,5074345559.0,Shannon.Elkin.HRA@outlook.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),SMALL (50-99),71,43,28
3209,3210,TX162,Housing Authority of Clarendon,8068742458,8068749062.0,clarendonha@yahoo.com,8068742458.0,8068749062.0,clarendonha@yahoo.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),71,0,71
3505,3506,TX120,Housing Authority of the City of Munday,9404224941,9404224893.0,mundayha@hotmail.com,9404224941.0,9404224893.0,director@mundayhousing.org,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),71,0,71
2596,2597,TX311,Housing Authority of Whitesboro,9035643700,9035649189.0,whitesboroha@suddenlinkmail.com,9035643700.0,9035649189.0,whitesboroha@suddenlinkmail.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),72,0,72
115,116,RQ081,MUNICIPALITY OF LUQUILLO,7878893666,7878895493.0,yarelix.pumarejo@luquillo.pr.gov,7878896228.0,7878893666.0,yarelix.pumarejo@luquillo.pr.gov,,,SMALL (50-99),SMALL (50-99),72,72,0
3503,3504,TX066,Electra Housing Authority,9404953476,9404952353.0,eha@electrahousingauthority.com,9404953476.0,,eha@electrahousingauthority.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),72,0,72
3108,3109,LA206,Kentwood,9852293451,9852293438.0,housing@kentwoodla.org,9852294016.0,9852293438.0,housing@kentwoodla.org,,,SMALL (50-99),SMALL (50-99),72,72,0
1546,1547,GA195,Housing Authority of the City of Tennille,4785520026,4785520026.0,tennilemay@bellsouth.net,4785520026.0,,tennillehousingauthorityga195@yahoo.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),72,0,72
1085,1086,GA026,Housing Authority of the City of LaGrange,7068826416,7068820781.0,hacol@phalagrange.net,7068826416.0,,zhearded@phalagrange.net,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),72,0,72
3701,3702,TX106,Housing Authority of Daingerfield,9036452636,9036452736.0,daingerfieldha@phamail.com,9036452636.0,9036452736.0,daingerfieldha@phamail.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),72,0,72
1149,1150,MN174,Housing and Redevelopment Authority of Yellow,3202696414,3202693369.0,Cathy@hra.chippewa.mn,3202696414.0,3202693369.0,Cathy@hra.chippewa.mn,,,SMALL (50-99),SMALL (50-99),73,73,0
1209,1210,MN019,North Mankato Housing and Redevelopment Autho,5073883202,5073881054.0,joleen@smrrental.com,5073451290.0,5073876843.0,Joleen@smrrental.com,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),73,0,73
2534,2535,SD020,Sisseton Housing & Redevelopment Commission,6056983463,6056984225.0,vickie.schaunaman@sissetonhousing.net,6056983463.0,6056984225.0,vickie.schaunaman@sissetonhousing.net,High Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),73,0,73
